,Sentence,sentiment,Sentiment Score,Subjectivity
3150,It seemed they were all such nice people.,0.4215,0.3,0.75
3151,CHAPTER                                    14  I do not know what time I got to bed.,0.0,0.0,0.0
3152,"I remember undressing, putting on a bathrobe, and standing out on the balcony.",0.0,0.0,0.0
3153,"I knew I was quite drunk, and when I came in I put on the light over the head of the bed and started to read.",-0.4005,-0.04999999999999999,0.85
3154,I was reading a book by Turgenieff.,0.0,0.0,0.0
3155,Probably I read the same two pages over several times.,0.0,0.0,0.0625
3156,"It was one of the stories in “A Sportsman’s Sketches.” I had read it before, but it seemed quite new.",0.0,0.13636363636363635,0.45454545454545453
3157,The country became very clear and the feeling of pressure in my head seemed to loosen.,0.2944,0.13000000000000003,0.4983333333333333
3158,I was very drunk and I did not want to shut my eyes because the room would go round and round.,-0.4432,-0.35000000000000003,0.6
3159,If I kept on reading that feeling would pass.,0.128,0.0,0.0
3160,I heard Brett and Robert Cohn come up the stairs.,0.0,0.0,0.0
3161,Cohn said good night outside the door and went on up to his room.,0.4404,0.35,0.32500000000000007
3162,I heard Brett go into the room next door.,0.0,0.0,0.0
3163,Mike was already in bed.,0.0,0.0,0.0
3164,He had come in with me an hour before.,0.0,0.0,0.0
3165,"He woke as she came in, and they talked together.",0.0,0.0,0.0
3166,I heard them laugh.,0.5574,0.3,0.1
3167,I turned off the light and tried to go to sleep.,0.0,0.4,0.7
3168,It was not necessary to read any more.,0.0,0.25,0.75
3169,I could shut my eyes without getting the wheeling sensation.,0.0,0.0,0.0
3170,But I could not sleep.,0.0,0.0,0.0
3171,There is no reason why because it is dark you should look at things differently from when it is light.,-0.296,0.08333333333333333,0.5666666666666667
3172,The hell there isn’t!,-0.7088,0.0,0.0
3173,"I figured that all out once, and for six months I never slept with the electric light off.",0.0,0.4,0.7
3174,That was another bright idea.,0.4404,0.7000000000000001,0.7999999999999999
3175,"To hell with women, anyway.",-0.6808,0.0,0.0
3176,"To hell with you, Brett Ashley.",-0.6808,0.0,0.0
3177,Women made such swell friends.,0.4767,0.0,0.5
3178,Awfully swell.,0.0,-1.0,1.0
3179,"In the first place, you had to be in love with a woman to have a basis of friendship.",0.7964,0.375,0.4666666666666667
3180,I had been having Brett for a friend.,0.4939,0.0,0.0
3181,I had not been thinking about her side of it.,0.0,0.0,0.0
3182,I had been getting something for nothing.,0.0,0.0,0.0
3183,That only delayed the presentation of the bill.,-0.2263,0.0,1.0
3184,The bill always came.,0.0,0.0,0.0
3185,That was one of the swell things you could count on.,0.0,0.0,0.0
3186,I thought I had paid for everything.,0.0,0.0,0.0
3187,Not like the woman pays and pays and pays.,-0.2755,0.0,0.0
3188,No idea of retribution or punishment.,-0.6597,0.0,0.0
3189,Just exchange of values.,0.4019,0.0,0.0
3190,You gave up something and got something else.,0.0,0.0,0.0
3191,Or you worked for something.,0.0,0.0,0.0
3192,You paid some way for everything that was any good.,0.4404,0.7,0.6000000000000001
3193,"I paid my way into enough things that I liked, so that I had a good time.",0.7152,0.4333333333333333,0.6333333333333334
3194,"Either you paid by learning about them, or by experience, or by taking chances, or by money.",0.2023,0.0,0.0
3195,Enjoying living was learning to get your money’s worth and knowing when you had it.,0.6486,0.4,0.35
3196,You could get your money’s worth.,0.2263,0.3,0.1
3197,The world was a good place to buy in.,0.4404,0.7,0.6000000000000001
3198,It seemed like a fine philosophy.,0.5106,0.4166666666666667,0.5
3199,"In five years, I thought, it will seem just as silly as all the other fine philosophies I’ve had.",0.2263,-0.06944444444444443,0.5833333333333334
3200,"Perhaps that wasn’t true, though.",0.4215,0.35,0.65
3201,Perhaps as you went along you did learn something.,0.0,0.0,0.0
3202,I did not care what it was all about.,-0.3875,0.0,0.0
3203,All I wanted to know was how to live in it.,0.0,0.13636363636363635,0.5
3204,Maybe if you found out how to live in it you learned from that what it was all about.,0.0,0.13636363636363635,0.5
3205,"I wished Mike would not behave so terribly to Cohn, though.",-0.6825,-1.0,1.0
3206,Mike was a bad drunk.,-0.7096,-0.5999999999999999,0.8333333333333333
3207,Brett was a good drunk.,0.128,0.09999999999999998,0.8
3208,Bill was a good drunk.,0.128,0.09999999999999998,0.8
3209,Cohn was never drunk.,0.2584,0.25,1.0
3210,Mike was unpleasant after he passed a certain point.,-0.25,-0.2178571428571428,0.7607142857142857
3211,I liked to see him hurt Cohn.,-0.1531,0.6,0.8
3212,"I wished he would not do it, though, because afterward it made me disgusted at myself.",-0.5267,-1.0,1.0
3213,That was morality; things that made you disgusted afterward.,-0.5267,-1.0,1.0
3214,"No, that must be immorality.",-0.4215,0.0,0.0
3215,That was a large statement.,0.0,0.21428571428571427,0.42857142857142855
3216,What a lot of bilge I could think up at night.,0.0,0.0,0.0
3217,"What rot, I could hear Brett say it.",0.0,0.0,0.0
3218,What rot!,0.0,0.0,0.0
3219,When you were with English you got into the habit of using English expressions in your thinking.,0.0,0.0,0.0
3220,"The English spoken language—the upper classes, anyway—must have fewer words than the Eskimo.",0.0,0.0,0.0
3221,Of course I didn’t know anything about the Eskimo.,0.0,0.0,0.0
3222,Maybe the Eskimo was a fine language.,0.2023,0.4166666666666667,0.5
3223,Say the Cherokee.,0.0,0.0,0.0
3224,"I didn’t know anything about the Cherokee, either.",0.0,0.0,0.0
3225,The English talked with inflected phrases.,0.0,0.0,0.0
3226,One phrase to mean everything.,0.0,-0.3125,0.6875
3227,"I liked them, though.",0.4215,0.6,0.8
3228,I liked the way they talked.,0.4215,0.6,0.8
3229,Take Harris.,0.0,0.0,0.0
3230,Still Harris was not the upper classes.,0.0,0.0,0.0
3231,I turned on the light again and read.,0.0,0.4,0.7
3232,I read the Turgenieff.,0.0,0.0,0.0
3233,"I knew that now, reading it in the oversensitized state of my mind after much too much brandy, I would remember it somewhere, and afterward it would seem as though it had really happened to me.",0.0,0.20000000000000004,0.20000000000000004
3234,I would always have it.,0.0,0.0,0.0
3235,That was another good thing you paid for and then had.,0.4404,0.7,0.6000000000000001
3236,Some time along toward daylight I went to sleep.,0.0,0.0,0.0
3237,"*        *        *        *        * The next two days in Pamplona were quiet, and there were no more rows.",-0.296,-0.08333333333333333,0.27777777777777773
3238,The town was getting ready for the fiesta.,0.6808,0.2,0.5
3239,Workmen put up the gate-posts that were to shut off the side streets when the bulls were released from the corrals and came running through the streets in the morning on their way to the ring.,0.0,0.0,0.0
3240,"The workmen dug holes and fitted in the timbers, each timber numbered for its regular place.",0.0,0.0,0.07692307692307693
3241,"Out on the plateau beyond the town employees of the bull-ring exercised picador horses, galloping them stiff-legged on the hard, sun-baked fields behind the bull-ring.",-0.1027,-0.3458333333333333,0.6208333333333333
3242,"The big gate of the bull-ring was open, and inside the amphitheatre was being swept.",0.0,0.0,0.3
3243,"The ring was rolled and sprinkled, and carpenters replaced weakened or cracked planks in the barrera.",-0.3182,0.0,0.0
3244,Standing at the edge of the smooth rolled sand you could look up in the empty stands and see old women sweeping out the boxes.,-0.2023,0.13333333333333333,0.39999999999999997
3245,"Outside, the fence that led from the last street of the town to the entrance of the bull-ring was already in place and made a long pen; the crowd would come running down with the bulls behind them on the morning of the day of the first bull-fight.",0.0,-0.05925925925925927,0.30648148148148147
3246,"Out across the plain, where the horse and cattle fair would be, some gypsies had camped under the trees.",0.3182,0.24285714285714283,0.6285714285714286
3247,The wine and aguardiente sellers were putting up their booths.,0.0,0.0,0.0
3248,One booth advertised =ANIS DEL TORO=.,0.0,0.0,0.0
3249,The cloth sign hung against the planks in the hot sun.,0.0,0.25,0.8500000000000001
3250,In the big square that was the centre of the town there was no change yet.,-0.296,0.0,0.1
3251,"We sat in the white wicker chairs on the terrasse of the café and watched the motor-buses come in and unload peasants from the country coming in to the market, and we watched the buses fill up and start out with peasants sitting with their saddle-bags full of the things they had bought in the town.",0.0,0.175,0.275
3252,The tall gray motor-buses were the only life of the square except for the pigeons and the man with a hose who sprinkled the gravelled square and watered the streets.,-0.2263,0.0,1.0
3253,In the evening was the paseo.,0.0,0.0,0.0
3254,"For an hour after dinner every one, all the good-looking girls, the officers from the garrison, all the fashionable people of the town, walked in the street on one side of the square while the café tables filled with the regular after-dinner crowd.",0.0,0.2,0.4884615384615385
3255,During the morning I usually sat in the café and read the Madrid papers and then walked in the town or out into the country.,0.0,-0.25,0.25
3256,Sometimes Bill went along.,0.0,0.0,0.0
3257,Sometimes he wrote in his room.,0.0,0.0,0.0
3258,Robert Cohn spent the mornings studying Spanish or trying to get a shave at the barber-shop.,0.0,-0.05,0.05
3259,Brett and Mike never got up until noon.,0.0,0.0,0.0
3260,We all had a vermouth at the café.,0.0,0.0,0.0
3261,It was a quiet life and no one was drunk.,-0.5574,-0.25,0.6666666666666666
3262,"I went to church a couple of times, once with Brett.",0.0,0.0,0.0
3263,"She said she wanted to hear me go to confession, but I told her that not only was it impossible but it was not as interesting as it sounded, and, besides, it would be in a language she did not know.",-0.438,-0.055555555555555546,0.8333333333333334
3264,"We met Cohn as we came out of church, and although it was obvious he had followed us, yet he was very pleasant and nice, and we all three went for a walk out to the gypsy camp, and Brett had her fortune told.",0.7688,0.5177777777777778,0.8333333333333334
3265,"It was a good morning, there were high white clouds above the mountains.",0.4404,0.215,0.31000000000000005
3266,"It had rained a little in the night and it was fresh and cool on the plateau, and there was a wonderful view.",0.8074,0.365625,0.6625
3267,"We all felt good and we felt healthy, and I felt quite friendly to Cohn.",0.8439,0.525,0.5333333333333333
3268,You could not be upset about anything on a day like that.,0.5696,0.0,0.0
3269,That was the last day before the fiesta.,0.4767,0.0,0.06666666666666667
3270,"CHAPTER                                    15  At noon of Sunday, the 6th of July, the fiesta exploded.",0.4767,0.0,0.0
3271,There is no other way to describe it.,-0.296,0.0625,0.375
3272,"People had been coming in all day from the country, but they were assimilated in the town and you did not notice them.",0.0,0.0,0.0
3273,The square was as quiet in the hot sun as on any other day.,0.0,0.041666666666666664,0.5194444444444445
3274,The peasants were in the outlying wine-shops.,0.0,0.0,0.0
3275,"There they were drinking, getting ready for the fiesta.",0.6808,0.2,0.5
3276,They had come in so recently from the plains and the hills that it was necessary that they make their shifting in values gradually.,0.4019,0.0,0.625
3277,They could not start in paying café prices.,0.0,0.0,0.0
3278,They got their money’s worth in the wine-shops.,0.2263,0.3,0.1
3279,Money still had a definite value in hours worked and bushels of grain sold.,0.5423,0.0,0.5
3280,"Late in the fiesta it would not matter what they paid, nor where they bought.",0.4635,-0.3,0.6
3281,Now on the day of the starting of the fiesta of San Fermin they had been in the wine-shops of the narrow streets of the town since early morning.,0.4767,-0.03333333333333333,0.26666666666666666
3282,"Going down the streets in the morning on the way to mass in the cathedral, I heard them singing through the open doors of the shops.",0.0,-0.07777777777777779,0.3944444444444445
3283,They were warming up.,0.1531,0.0,0.0
3284,There were many people at the eleven o’clock mass.,0.0,0.5,0.5
3285,San Fermin is also a religious festival.,0.4939,0.0,0.25
3286,I walked down the hill from the cathedral and up the street to the café on the square.,0.0,-0.15555555555555559,0.2888888888888889
3287,It was a little before noon.,0.0,-0.1875,0.5
3288,Robert Cohn and Bill were sitting at one of the tables.,0.0,0.0,0.0
3289,The marble-topped tables and the white wicker chairs were gone.,0.0,0.0,0.0
3290,They were replaced by cast-iron tables and severe folding chairs.,-0.3818,0.9,0.9
3291,The café was like a battleship stripped for action.,0.34,0.1,0.1
3292,To-day the waiters did not leave you alone all morning to read without asking if you wanted to order something.,0.2235,0.0,0.0
3293,A waiter came up as soon as I sat down.,0.0,-0.15555555555555559,0.2888888888888889
3294,“What are you drinking?” I asked Bill and Robert.,0.0,0.0,0.0
3295,"“Sherry,” Cohn said.",0.0,0.0,0.0
3296,"“Jerez,” I said to the waiter.",0.0,0.0,0.0
3297,Before the waiter brought the sherry the rocket that announced the fiesta went up in the square.,0.4767,0.0,0.0
3298,"It burst and there was a gray ball of smoke high up above the Theatre Gayarre, across on the other side of the plaza.",0.0,0.011666666666666667,0.3383333333333333
3299,"The ball of smoke hung in the sky like a shrapnel burst, and as I watched, another rocket came up to it, trickling smoke in the bright sunlight.",0.6369,0.7000000000000001,0.7999999999999999
3300,I saw the bright flash as it burst and another little cloud of smoke appeared.,0.4404,0.25625000000000003,0.6499999999999999
3301,"By the time the second rocket had burst there were so many people in the arcade, that had been empty a minute before, that the waiter, holding the bottle high up over his head, could hardly get through the crowd to our table.",-0.2023,0.053666666666666675,0.41633333333333333
3302,"People were coming into the square from all sides, and down the street we heard the pipes and the fifes and the drums coming.",0.0,-0.15555555555555559,0.2888888888888889
3303,"They were playing the _riau-riau_ music, the pipes shrill and the drums pounding, and behind them came the men and boys dancing.",0.2023,-0.4,0.6499999999999999
3304,"When the fifers stopped they all crouched down in the street, and when the reed-pipes and the fifes shrilled, and the flat, dry, hollow drums tapped it out again, they all went up in the air dancing.",-0.2263,-0.08680555555555555,0.2659722222222222
3305,In the crowd you saw only the heads and shoulders of the dancers going up and down.,0.0,-0.07777777777777779,0.6444444444444445
3306,"In the square a man, bent over, was playing on a reed-pipe, and a crowd of children were following him shouting, and pulling at his clothes.",0.2023,0.0,0.1
3307,"He came out of the square, the children following him, and piped them past the café and down a side street.",0.0,-0.13518518518518519,0.21296296296296294
3308,"We saw his blank pockmarked face as he went by, piping, the children close behind him shouting and pulling at him.",0.0,-0.2,0.35
3309,"“He must be the village idiot,” Bill said.",0.0,-0.8,0.8
3310,“My God!,0.3382,0.0,0.0
3311,look at that!” Down the street came dancers.,0.0,-0.15555555555555559,0.2888888888888889
3312,"The street was solid with dancers, all men.",0.1531,0.0,0.1
3313,They were all dancing in time behind their own fifers and drummers.,0.0,0.09999999999999998,0.85
3314,"They were a club of some sort, and all wore workmen’s blue smocks, and red handkerchiefs around their necks, and carried a great banner on two poles.",0.6249,0.26666666666666666,0.2833333333333333
3315,The banner danced up and down with them as they came down surrounded by the crowd.,0.0,-0.15555555555555559,0.2888888888888889
3316,“Hurray for Wine!,0.0,0.0,0.0
3317,Hurray for the Foreigners!” was painted on the banner.,0.6114,0.0,0.0
3318,“Where are the foreigners?” Robert Cohn asked.,0.0,0.0,0.0
3319,"“We’re the foreigners,” Bill said.",0.0,0.0,0.0
3320,All the time rockets were going up.,0.0,0.0,0.0
3321,The café tables were all full now.,0.0,0.35,0.55
3322,The square was emptying of people and the crowd was filling the cafés.,-0.1531,0.0,0.0
3323,“Where’s Brett and Mike?” Bill asked.,0.0,0.0,0.0
3324,"“I’ll go and get them,” Cohn said.",0.0,0.0,0.0
3325,“Bring them here.” The fiesta was really started.,0.4767,0.2,0.2
3326,It kept up day and night for seven days.,0.0,0.0,0.0
3327,"The dancing kept up, the drinking kept up, the noise went on.",0.0,0.0,0.0
3328,The things that happened could only have happened during a fiesta.,0.4767,0.0,1.0
3329,Everything became quite unreal finally and it seemed as though nothing could have any consequences.,0.0,0.0,1.0
3330,It seemed out of place to think of consequences during the fiesta.,0.4767,0.0,0.0
3331,"All during the fiesta you had the feeling, even when it was quiet, that you had to shout any remark to make it heard.",0.5574,0.0,0.3333333333333333
3332,It was the same feeling about any action.,0.128,0.05,0.1125
3333,It was a fiesta and it went on for seven days.,0.4767,0.0,0.0
3334,That afternoon was the big religious procession.,0.0,0.0,0.175
3335,San Fermin was translated from one church to another.,0.0,0.0,0.0
3336,"In the procession were all the dignitaries, civil and religious.",0.1531,0.0,0.25
3337,We could not see them because the crowd was too great.,0.6249,0.8,0.75
3338,Ahead of the formal procession and behind it danced the _riau-riau_ dancers.,0.0,-0.4,0.7
3339,There was one mass of yellow shirts dancing up and down in the crowd.,0.0,-0.07777777777777779,0.14444444444444446
3340,"All we could see of the procession through the closely pressed people that crowded all the side streets and curbs were the great giants, cigar-store Indians, thirty feet high, Moors, a King and Queen, whirling and waltzing solemnly to the _riau-riau_.",0.7096,0.48000000000000004,0.645
3341,"They were all standing outside the chapel where San Fermin and the dignitaries had passed in, leaving a guard of soldiers, the giants, with the men who danced in them standing beside their resting frames, and the dwarfs moving with their whacking bladders through the crowd.",0.1531,0.0,0.05
3342,"We started inside and there was a smell of incense and people filing back into the church, but Brett was stopped just inside the door because she had no hat, so we went out again and along the street that ran back from the chapel into town.",-0.631,0.0,0.0
3343,The street was lined on both sides with people keeping their place at the curb for the return of the procession.,0.0,0.0,0.0
3344,Some dancers formed a circle around Brett and started to dance.,0.0,0.0,0.0
3345,They wore big wreaths of white garlics around their necks.,0.0,0.0,0.05
3346,They took Bill and me by the arms and put us in the circle.,0.0,0.0,0.0
3347,"Bill started to dance, too.",0.0,0.0,0.0
3348,They were all chanting.,0.0,0.0,0.0
3349,Brett wanted to dance but they did not want her to.,-0.0857,0.0,0.0
3350,They wanted her as an image to dance around.,0.0,0.0,0.0
3351,When the song ended with the sharp _riau-riau!_ they rushed us into a wine-shop.,0.0,-0.15625,0.75
3352,We stood at the counter.,0.0,0.0,0.0
3353,They had Brett seated on a wine-cask.,0.0,0.0,0.0
3354,"It was dark in the wine-shop and full of men singing, hard-voiced singing.",0.0,0.09999999999999999,0.47500000000000003
3355,Back of the counter they drew the wine from casks.,0.0,0.0,0.0
3356,"I put down money for the wine, but one of the men picked it up and put it back in my pocket.",0.0,-0.07777777777777779,0.14444444444444446
3357,"“I want a leather wine-bottle,” Bill said.",0.0772,0.0,0.0
3358,"“There’s a place down the street,” I said.",0.0,-0.15555555555555559,0.2888888888888889
3359,“I’ll go get a couple.” The dancers did not want me to go out.,-0.0572,0.0,0.0
3360,"Three of them were sitting on the high wine-cask beside Brett, teaching her to drink out of the wine-skins.",0.0,0.16,0.5399999999999999
3361,They had hung a wreath of garlics around her neck.,0.0,0.0,0.0
3362,Some one insisted on giving her a glass.,0.34,0.0,0.0
3363,Somebody was teaching Bill a song.,0.0,0.0,0.0
3364,Singing it into his ear.,0.0,0.0,0.0
3365,Beating time on Bill’s back.,-0.4588,0.0,0.0
3366,I explained to them that I would be back.,0.0,0.0,0.0
3367,Outside in the street I went down the street looking for the shop that made leather wine-bottles.,0.0,-0.07777777777777779,0.16944444444444445
3368,"The crowd was packed on the sidewalks and many of the shops were shuttered, and I could not find it.",0.0,0.5,0.5
3369,"I walked as far as the church, looking on both sides of the street.",0.0,0.1,1.0
3370,Then I asked a man and he took me by the arm and led me to it.,0.0,0.0,0.0
3371,The shutters were up but the door was open.,0.0,0.0,0.5
3372,Inside it smelled of fresh tanned leather and hot tar.,0.3182,0.275,0.675
3373,A man was stencilling completed wine-skins.,0.0,0.0,0.0
3374,They hung from the roof in bunches.,0.0,0.0,0.0
3375,"He took one down, blew it up, screwed the nozzle tight, and then jumped on it “See!",-0.5411,-0.18938492063492066,0.2873015873015873
3376,"It doesn’t leak.” “I want another one, too.",0.0772,0.0,0.0
3377,"A big one.” He took down a big one that would hold a gallon or more, from the roof.",0.0,0.08611111111111111,0.24722222222222223
3378,"He blew it up, his cheeks puffing ahead of the wine-skin, and stood on the bota holding on to a chair.",0.0,0.0,0.0
3379,“What are you going to do?,0.0,0.0,0.0
3380,Sell them in Bayonne?” “No.,0.0,0.0,0.0
3381,Drink out of them.” He slapped me on the back.,0.0,0.0,0.0
3382,“Good man.,0.0,0.7,0.6000000000000001
3383,Eight pesetas for the two.,0.0,0.0,0.0
3384,The lowest price.” The man who was stencilling the new ones and tossing them into a pile stopped.,-0.5423,0.13636363636363635,0.45454545454545453
3385,"“It’s true,” he said.",0.0,0.35,0.65
3386,“Eight pesetas is cheap.” I paid and went out and along the street back to the wine-shop.,0.0,0.2,0.35
3387,It was darker than ever inside and very crowded.,0.0,0.2,0.3
3388,"I did not see Brett and Bill, and some one said they were in the back room.",0.0,0.0,0.0
3389,At the counter the girl filled the two wine-skins for me.,0.0,0.4,0.9
3390,One held two litres.,0.0,0.0,0.0
3391,The other held five litres.,0.0,-0.125,0.375
3392,Filling them both cost three pesetas sixty centimos.,0.0,0.0,0.0
3393,"Some one at the counter, that I had never seen before, tried to pay for the wine, but I finally paid for it myself.",-0.0516,0.0,1.0
3394,The man who had wanted to pay then bought me a drink.,-0.1027,0.0,0.0
3395,"He would not let me buy one in return, but said he would take a rinse of the mouth from the new wine-bag.",0.0,0.13636363636363635,0.45454545454545453
3396,He tipped the big five-litre bag up and squeezed it so the wine hissed against the back of his throat.,0.0,0.0,0.05
3397,"“All right,” he said, and handed back the bag.",0.0,0.14285714285714285,0.26785714285714285
3398,In the back room Brett and Bill were sitting on barrels surrounded by the dancers.,0.0,0.0,0.0
3399,"Everybody had his arms on everybody else’s shoulders, and they were all singing.",0.0,0.0,0.0
3400,"Mike was sitting at a table with several men in their shirt-sleeves, eating from a bowl of tuna fish, chopped onions and vinegar.",0.0,0.0,0.0
3401,They were all drinking wine and mopping up the oil and vinegar with pieces of bread.,0.0,0.0,0.0
3402,"“Hello, Jake.",0.0,0.0,0.0
3403,Hello!” Mike called.,0.0,0.0,0.0
3404,“Come here.,0.0,0.0,0.0
3405,I want you to meet my friends.,0.5267,0.0,0.0
3406,We’re all having an hors-d’œuvre.” I was introduced to the people at the table.,0.0,0.0,0.0
3407,They supplied their names to Mike and sent for a fork for me.,0.0,0.0,0.0
3408,"“Stop eating their dinner, Michael,” Brett shouted from the wine-barrels.",0.0,0.0,0.0
3409,"“I don’t want to eat up your meal,” I said when some one handed me a fork.",0.0772,0.0,0.0
3410,"“Eat,” he said.",0.0,0.0,0.0
3411,“What do you think it’s here for?” I unscrewed the nozzle of the big wine-bottle and handed it around.,0.0,0.0,0.1
3412,"Every one took a drink, tipping the wine-skin at arm’s length.",0.0,0.0,0.0
3413,"Outside, above the singing, we could hear the music of the procession going by.",0.0,0.0,0.07500000000000001
3414,“Isn’t that the procession?” Mike asked.,0.0,0.0,0.0
3415,"“Nada,” some one said.",0.0,0.0,0.0
3416,“It’s nothing.,0.0,0.0,0.0
3417,Drink up.,0.0,0.0,0.0
3418,Lift the bottle.” “Where did they find you?” I asked Mike.,0.0,0.0,0.0
3419,"“Some one brought me here,” Mike said.",0.0,0.0,0.0
3420,"“They said you were here.” “Where’s Cohn?” “He’s passed out,” Brett called.",0.0,0.0,0.0
3421,"“They’ve put him away somewhere.” “Where is he?” “I don’t know.” “How should we know,” Bill said.",0.0,0.0,0.0
3422,"“I think he’s dead.” “He’s not dead,” Mike said.",0.0,-0.05,0.4
3423,“I know he’s not dead.,0.5334,0.1,0.4
3424,"He’s just passed out on Anis del Mono.” As he said Anis del Mono one of the men at the table looked up, brought out a bottle from inside his smock, and handed it to me.",0.0,0.0,0.0
3425,"“No,” I said.",0.0,0.0,0.0
3426,"“No, thanks!” “Yes.",0.0,-0.125,0.2
3427,Yes.,0.4019,0.0,0.0
3428,Arriba!,0.0,0.0,0.0
3429,Up with the bottle!” I took a drink.,0.0,0.0,0.0
3430,It tasted of licorice and warmed all the way.,0.2732,0.0,0.0
3431,I could feel it warming in my stomach.,0.1531,0.0,0.0
3432,"“Where the hell is Cohn?” “I don’t know,” Mike said.",-0.6808,0.0,0.0
3433,“I’ll ask.,0.0,0.0,0.0
3434,Where is the drunken comrade?” he asked in Spanish.,0.0,0.0,0.0
3435,"“You want to see him?” “Yes,” I said.",0.0772,0.0,0.0
3436,"“Not me,” said Mike.",0.0,0.0,0.0
3437,“This gent.” The Anis del Mono man wiped his mouth and stood up.,0.0,0.0,0.0
3438,“Come on.” In a back room Robert Cohn was sleeping quietly on some wine-casks.,0.0,0.0,0.16666666666666666
3439,It was almost too dark to see his face.,0.0,-0.15,0.4
3440,They had covered him with a coat and another coat was folded under his head.,0.0,0.0,0.0
3441,Around his neck and on his chest was a big wreath of twisted garlics.,0.0,-0.25,0.55
3442,"“Let him sleep,” the man whispered.",0.0,0.0,0.0
3443,“He’s all right.” Two hours later Cohn appeared.,0.0,0.14285714285714285,0.26785714285714285
3444,He came into the front room still with the wreath of garlics around his neck.,0.0,0.0,0.0
3445,The Spaniards shouted when he came in.,0.0,0.0,0.0
3446,Cohn wiped his eyes and grinned.,0.2732,0.0,0.0
3447,"“I must have been sleeping,” he said.",0.0,0.0,0.0
3448,"“Oh, not at all,” Brett said.",0.0,0.0,0.0
3449,"“You were only dead,” Bill said.",0.0,-0.1,0.7
3450,“Aren’t we going to go and have some supper?” Cohn asked.,0.0,0.0,0.0
3451,“Do you want to eat?” “Yes.,0.0772,0.0,0.0
3452,Why not?,0.0,0.0,0.0
3453,"I’m hungry.” “Eat those garlics, Robert,” Mike said.",0.0,0.0,0.0
3454,“I say.,0.0,0.0,0.0
3455,Do eat those garlics.” Cohn stood there.,0.0,0.0,0.0
3456,His sleep had made him quite all right.,0.0,0.2857142857142857,0.5357142857142857
3457,"“Do let’s go and eat,” Brett said.",0.0,0.0,0.0
3458,"“I must get a bath.” “Come on,” Bill said.",0.0,0.0,0.0
3459,“Let’s translate Brett to the hotel.” We said good-bye to many people and shook hands with many people and went out.,-0.1027,0.5,0.5
3460,Outside it was dark.,0.0,-0.075,0.225
3461,“What time is it do you suppose?” Cohn asked.,0.0,0.0,0.0
3462,"“It’s to-morrow,” Mike said.",0.0,0.0,0.0
3463,"“You’ve been asleep two days.” “No,” said Cohn, “what time is it?” “It’s ten o’clock.” “What a lot we’ve drunk.” “You mean what a lot _we’ve_ drunk.",-0.34,-0.328125,0.671875
3464,You went to sleep.” Going down the dark streets to the hotel we saw the sky-rockets going up in the square.,0.0,-0.1527777777777778,0.34444444444444444
3465,"Down the side streets that led to the square we saw the square solid with people, those in the centre all dancing.",0.1531,-0.07777777777777779,0.19444444444444448
3466,It was a big meal at the hotel.,0.0,0.0,0.1
3467,"It was the first meal of the prices being doubled for the fiesta, and there were several new courses.",0.4767,0.12878787878787878,0.2626262626262626
3468,After the dinner we were out in the town.,0.0,0.0,0.0
3469,"I remember resolving that I would stay up all night to watch the bulls go through the streets at six o’clock in the morning, and being so sleepy that I went to bed around four o’clock.",0.3818,0.0,0.0
3470,The others stayed up.,0.0,0.0,0.0
3471,"My own room was locked and I could not find the key, so I went up-stairs and slept on one of the beds in Cohn’s room.",0.0,0.3,1.0
3472,"The fiesta was going on outside in the night, but I was too sleepy for it to keep me awake.",0.2617,0.0,0.05
3473,When I woke it was the sound of the rocket exploding that announced the release of the bulls from the corrals at the edge of town.,0.0,0.4,0.4
3474,They would race through the streets and out to the bull-ring.,0.0,0.0,0.0
3475,I had been sleeping heavily and I woke feeling I was too late.,0.128,-0.25,0.55
3476,I put on a coat of Cohn’s and went out on the balcony.,0.0,0.0,0.0
3477,Down below the narrow street was empty.,-0.2023,-0.15185185185185188,0.3962962962962963
3478,All the balconies were crowded with people.,0.0,0.0,0.0
3479,Suddenly a crowd came down the street.,0.0,-0.07777777777777779,0.3944444444444445
3480,"They were all running, packed close together.",0.0,0.0,0.0
3481,"They passed along and up the street toward the bull-ring and behind them came more men running faster, and then some stragglers who were really running.",0.0,0.09999999999999999,0.4666666666666666
3482,"Behind them was a little bare space, and then the bulls galloping, tossing their heads up and down.",0.0,-0.17326388888888888,0.39722222222222225
3483,It all went out of sight around the corner.,0.0,0.0,0.0
3484,"One man fell, rolled to the gutter, and lay quiet.",0.0,0.0,0.3333333333333333
3485,But the bulls went right on and did not notice him.,0.0,0.2857142857142857,0.5357142857142857
3486,They were all running together.,0.0,0.0,0.0
3487,After they went out of sight a great roar came from the bull-ring.,0.6249,0.8,0.75
3488,It kept on.,0.0,0.0,0.0
3489,Then finally the pop of the rocket that meant the bulls had gotten through the people in the ring and into the corrals.,0.0,0.0,1.0
3490,I went back in the room and got into bed.,0.0,0.0,0.0
3491,I had been standing on the stone balcony in bare feet.,0.0,0.05,0.1
3492,I knew our crowd must have all been out at the bull-ring.,0.0,0.0,0.0
3493,"Back in bed, I went to sleep.",0.0,0.0,0.0
3494,Cohn woke me when he came in.,0.0,0.0,0.0
3495,He started to undress and went over and closed the window because the people on the balcony of the house just across the street were looking in.,0.0,-0.1,0.1
3496,“Did you see the show?” I asked.,0.0,0.0,0.0
3497,“Yes.,0.0,0.0,0.0
