line_num,line_str,n,chap_num
5606,past the steep street that led to the bridge across the Arga. There were,72,13
5607,"many people walking to go and see the bulls, and carriages drove down",69,13
5608,"the hill and across the bridge, the drivers, the horses, and the whips",70,13
5609,rising above the walking people in the street. Across the bridge we,67,13
5610,turned up a road to the corrals. We passed a wine-shop with a sign in,69,13
5611,the window: Good Wine 30 Centimes A Liter.,42,13
5612,,0,13
5613,"“That’s where we’ll go when funds get low,” Brett said.",55,13
5614,,0,13
5615,The woman standing in the door of the wine-shop looked at us as we,66,13
5616,passed. She called to some one in the house and three girls came to the,71,13
5617,window and stared. They were staring at Brett.,46,13
5618,,0,13
5619,At the gate of the corrals two men took tickets from the people that,68,13
5620,"went in. We went in through the gate. There were trees inside and a low,",72,13
5621,"stone house. At the far end was the stone wall of the corrals, with",67,13
5622,apertures in the stone that were like loopholes running all along the,69,13
5623,"face of each corral. A ladder led up to the top of the wall, and people",71,13
5624,were climbing up the ladder and spreading down to stand on the walls,68,13
5625,"that separated the two corrals. As we came up the ladder, walking across",72,13
5626,"the grass under the trees, we passed the big, gray painted cages with",69,13
5627,the bulls in them. There was one bull in each travelling-box. They had,70,13
5628,"come by train from a bull-breeding ranch in Castile, and had been",65,13
5629,unloaded off flat-cars at the station and brought up here to be let out,71,13
5630,of their cages into the corrals. Each cage was stencilled with the name,71,13
5631,and the brand of the bull-breeder.,34,13
5632,,0,13
5633,We climbed up and found a place on the wall looking down into the,65,13
5634,"corral. The stone walls were whitewashed, and there was straw on the",68,13
5635,ground and wooden feed-boxes and water-troughs set against the wall.,68,13
5636,,0,13
5637,"“Look up there,” I said.",24,13
5638,,0,13
5639,Beyond the river rose the plateau of the town. All along the old walls,70,13
5640,and ramparts people were standing. The three lines of fortifications,68,13
5641,made three black lines of people. Above the walls there were heads in,69,13
5642,the windows of the houses. At the far end of the plateau boys had,65,13
5643,climbed into the trees.,23,13
5644,,0,13
5645,"“They must think something is going to happen,” Brett said.",59,13
5646,,0,13
5647,“They want to see the bulls.”,29,13
5648,,0,13
5649,Mike and Bill were on the other wall across the pit of the corral. They,71,13
5650,"waved to us. People who had come late were standing behind us, pressing",71,13
5651,against us when other people crowded them.,42,13
5652,,0,13
5653,“Why don’t they start?” Robert Cohn asked.,42,13
5654,,0,13
5655,A single mule was hitched to one of the cages and dragged it up against,71,13
5656,the gate in the corral wall. The men shoved and lifted it with crowbars,71,13
5657,into position against the gate. Men were standing on the wall ready to,70,13
5658,pull up the gate of the corral and then the gate of the cage. At the,68,13
5659,"other end of the corral a gate opened and two steers came in, swaying",69,13
5660,"their heads and trotting, their lean flanks swinging. They stood",64,13
5661,"together at the far end, their heads toward the gate where the bull",67,13
5662,would enter.,12,13
5663,,0,13
5664,"“They don’t look happy,” Brett said.",36,13
5665,,0,13
5666,The men on top of the wall leaned back and pulled up the door of the,68,13
5667,corral. Then they pulled up the door of the cage.,49,13
5668,,0,13
5669,I leaned way over the wall and tried to see into the cage. It was dark.,71,13
5670,Some one rapped on the cage with an iron bar. Inside something seemed to,72,13
5671,"explode. The bull, striking into the wood from side to side with his",68,13
5672,"horns, made a great noise. Then I saw a dark muzzle and the shadow of",69,13
5673,"horns, and then, with a clattering on the wood in the hollow box, the",69,13
5674,"bull charged and came out into the corral, skidding with his forefeet in",72,13
5675,"the straw as he stopped, his head up, the great hump of muscle on his",69,13
5676,"neck swollen tight, his body muscles quivering as he looked up at the",69,13
5677,"crowd on the stone walls. The two steers backed away against the wall,",70,13
5678,"their heads sunken, their eyes watching the bull.",49,13
5679,,0,13
5680,The bull saw them and charged. A man shouted from behind one of the,67,13
5681,"boxes and slapped his hat against the planks, and the bull, before he",69,13
5682,"reached the steer, turned, gathered himself and charged where the man",69,13
5683,"had been, trying to reach him behind the planks with a half-dozen quick,",72,13
5684,searching drives with the right horn.,37,13
5685,,0,13
5686,"“My God, isn’t he beautiful?” Brett said. We were looking right down on",71,13
5687,him.,4,13
5688,,0,13
5689,"“Look how he knows how to use his horns,” I said. “He’s got a left and a",72,13
5690,right just like a boxer.”,25,13
5691,,0,13
5692,“Not really?”,13,13
5693,,0,13
5694,“You watch.”,12,13
5695,,0,13
5696,“It goes too fast.”,19,13
5697,,0,13
5698,“Wait. There’ll be another one in a minute.”,44,13
5699,,0,13
5700,They had backed up another cage into the entrance. In the far corner a,70,13
5701,"man, from behind one of the plank shelters, attracted the bull, and",67,13
5702,while the bull was facing away the gate was pulled up and a second bull,71,13
5703,came out into the corral.,25,13
5704,,0,13
5705,He charged straight for the steers and two men ran out from behind the,70,13
5706,"planks and shouted, to turn him. He did not change his direction and the",72,13
5707,men shouted: “Hah! Hah! Toro!” and waved their arms; the two steers,67,13
5708,"turned sideways to take the shock, and the bull drove into one of the",69,13
5709,steers.,7,13
5710,,0,13
5711,"“Don’t look,” I said to Brett. She was watching, fascinated.",60,13
5712,,0,13
5713,"“Fine,” I said. “If it doesn’t buck you.”",41,13
5714,,0,13
5715,"“I saw it,” she said. “I saw him shift from his left to his right horn.”",72,13
5716,,0,13
5717,“Damn good!”,12,13
5718,,0,13
5719,"The steer was down now, his neck stretched out, his head twisted, he lay",72,13
5720,the way he had fallen. Suddenly the bull left off and made for the other,72,13
5721,"steer which had been standing at the far end, his head swinging,",64,13
5722,"watching it all. The steer ran awkwardly and the bull caught him, hooked",72,13
5723,"him lightly in the flank, and then turned away and looked up at the",67,13
5724,"crowd on the walls, his crest of muscle rising. The steer came up to him",72,13
5725,and made as though to nose at him and the bull hooked perfunctorily. The,72,13
5726,next time he nosed at the steer and then the two of them trotted over to,72,13
5727,the other bull.,15,13
5728,,0,13
5729,"When the next bull came out, all three, the two bulls and the steer,",68,13
5730,"stood together, their heads side by side, their horns against the",65,13
5731,"newcomer. In a few minutes the steer picked the new bull up, quieted him",72,13
5732,"down, and made him one of the herd. When the last two bulls had been",68,13
5733,unloaded the herd were all together.,36,13
5734,,0,13
5735,The steer who had been gored had gotten to his feet and stood against,69,13
5736,"the stone wall. None of the bulls came near him, and he did not attempt",71,13
5737,to join the herd.,17,13
5738,,0,13
5739,"We climbed down from the wall with the crowd, and had a last look at the",72,13
5740,bulls through the loopholes in the wall of the corral. They were all,68,13
5741,"quiet now, their heads down. We got a carriage outside and rode up to",69,13
5742,the café. Mike and Bill came in half an hour later. They had stopped on,71,13
5743,the way for several drinks.,27,13
5744,,0,13
5745,We were sitting in the café.,28,13
5746,,0,13
5747,"“That’s an extraordinary business,” Brett said.",47,13
5748,,0,13
5749,“Will those last ones fight as well as the first?” Robert Cohn asked.,69,13
5750,“They seemed to quiet down awfully fast.”,41,13
5751,,0,13
5752,"“They all know each other,” I said. “They’re only dangerous when they’re",72,13
5753,"alone, or only two or three of them together.”",46,13
5754,,0,13
5755,"“What do you mean, dangerous?” Bill said. “They all looked dangerous to",71,13
5756,me.”,4,13
5757,,0,13
5758,"“They only want to kill when they’re alone. Of course, if you went in",69,13
5759,"there you’d probably detach one of them from the herd, and he’d be",66,13
5760,dangerous.”,11,13
5761,,0,13
5762,"“That’s too complicated,” Bill said. “Don’t you ever detach me from the",71,13
5763,"herd, Mike.”",12,13
5764,,0,13
5765,"“I say,” Mike said, “they _were_ fine bulls, weren’t they? Did you see",70,13
5766,their horns?”,13,13
5767,,0,13
5768,"“Did I not,” said Brett. “I had no idea what they were like.”",61,13
5769,,0,13
5770,“Did you see the one hit that steer?” Mike asked. “That was,59,13
5771,extraordinary.”,15,13
5772,,0,13
5773,"“It’s no life being a steer,” Robert Cohn said.",47,13
5774,,0,13
5775,“Don’t you think so?” Mike said. “I would have thought you’d loved being,72,13
5776,"a steer, Robert.”",17,13
5777,,0,13
5778,"“What do you mean, Mike?”",25,13
5779,,0,13
5780,“They lead such a quiet life. They never say anything and they’re always,72,13
5781,hanging about so.”,18,13
5782,,0,13
5783,We were embarrassed. Bill laughed. Robert Cohn was angry. Mike went on,70,13
5784,talking.,8,13
5785,,0,13
5786,"“I should think you’d love it. You’d never have to say a word. Come on,",71,13
5787,Robert. Do say something. Don’t just sit there.”,48,13
5788,,0,13
5789,"“I said something, Mike. Don’t you remember? About the steers.”",63,13
5790,,0,13
5791,"“Oh, say something more. Say something funny. Can’t you see we’re all",69,13
5792,having a good time here?”,25,13
5793,,0,13
5794,"“Come off it, Michael. You’re drunk,” Brett said.",49,13
5795,,0,13
5796,“I’m not drunk. I’m quite serious. _Is_ Robert Cohn going to follow,67,13
5797,Brett around like a steer all the time?”,40,13
5798,,0,13
5799,"“Shut up, Michael. Try and show a little breeding.”",51,13
5800,,0,13
5801,"“Breeding be damned. Who has any breeding, anyway, except the bulls?",68,13
5802,"Aren’t the bulls lovely? Don’t you like them, Bill? Why don’t you say",69,13
5803,"something, Robert? Don’t sit there looking like a bloody funeral. What",70,13
5804,if Brett did sleep with you? She’s slept with lots of better people than,72,13
5805,you.”,5,13
5806,,0,13
5807,"“Shut up,” Cohn said. He stood up. “Shut up, Mike.”",51,13
5808,,0,13
5809,"“Oh, don’t stand up and act as though you were going to hit me. That",68,13
5810,"won’t make any difference to me. Tell me, Robert. Why do you follow",67,13
5811,Brett around like a poor bloody steer? Don’t you know you’re not wanted?,72,13
5812,I know when I’m not wanted. Why don’t you know when you’re not wanted?,70,13
5813,"You came down to San Sebastian where you weren’t wanted, and followed",69,13
5814,Brett around like a bloody steer. Do you think that’s right?”,61,13
5815,,0,13
5816,“Shut up. You’re drunk.”,24,13
5817,,0,13
5818,"“Perhaps I am drunk. Why aren’t you drunk? Why don’t you ever get drunk,",72,13
5819,Robert? You know you didn’t have a good time at San Sebastian because,69,13
5820,none of our friends would invite you on any of the parties. You can’t,69,13
5821,blame them hardly. Can you? I asked them to. They wouldn’t do it. You,69,13
5822,"can’t blame them, now. Can you? Now, answer me. Can you blame them?”",68,13
5823,,0,13
5824,"“Go to hell, Mike.”",19,13
5825,,0,13
5826,“I can’t blame them. Can you blame them? Why do you follow Brett around?,72,13
5827,Haven’t you any manners? How do you think it makes _me_ feel?”,62,13
5828,,0,13
5829,"“You’re a splendid one to talk about manners,” Brett said. “You’ve such",71,13
5830,lovely manners.”,16,13
5831,,0,13
5832,"“Come on, Robert,” Bill said.",29,13
5833,,0,13
5834,“What do you follow her around for?”,36,13
5835,,0,13
5836,Bill stood up and took hold of Cohn.,36,13
5837,,0,13
5838,"“Don’t go,” Mike said. “Robert Cohn’s going to buy a drink.”",60,13
5839,,0,13
5840,Bill went off with Cohn. Cohn’s face was sallow. Mike went on talking. I,72,13
5841,sat and listened for a while. Brett looked disgusted.,53,13
5842,,0,13
5843,"“I say, Michael, you might not be such a bloody ass,” she interrupted.",70,13
5844,"“I’m not saying he’s not right, you know.” She turned to me.",60,13
5845,,0,13
5846,The emotion left Mike’s voice. We were all friends together.,60,13
5847,,0,13
5848,"“I’m not so damn drunk as I sounded,” he said.",46,13
5849,,0,13
5850,"“I know you’re not,” Brett said.",32,13
5851,,0,13
5852,"“We’re none of us sober,” I said.",33,13
5853,,0,13
5854,“I didn’t say anything I didn’t mean.”,38,13
5855,,0,13
5856,"“But you put it so badly,” Brett laughed.",41,13
5857,,0,13
5858,"“He was an ass, though. He came down to San Sebastian where he damn well",72,13
5859,wasn’t wanted. He hung around Brett and just _looked_ at her. It made me,72,13
5860,damned well sick.”,18,13
5861,,0,13
5862,"“He did behave very badly,” Brett said.",39,13
5863,,0,13
5864,“Mark you. Brett’s had affairs with men before. She tells me all about,70,13
5865,everything. She gave me this chap Cohn’s letters to read. I wouldn’t,68,13
5866,read them.”,11,13
5867,,0,13
5868,“Damned noble of you.”,22,13
5869,,0,13
5870,"“No, listen, Jake. Brett’s gone off with men. But they weren’t ever",67,13
5871,"Jews, and they didn’t come and hang about afterward.”",53,13
5872,,0,13
5873,"“Damned good chaps,” Brett said. “It’s all rot to talk about it. Michael",72,13
5874,and I understand each other.”,29,13
5875,,0,13
5876,“She gave me Robert Cohn’s letters. I wouldn’t read them.”,58,13
5877,,0,13
5878,"“You wouldn’t read any letters, darling. You wouldn’t read mine.”",65,13
5879,,0,13
5880,"“I can’t read letters,” Mike said. “Funny, isn’t it?”",53,13
5881,,0,13
5882,“You can’t read anything.”,26,13
5883,,0,13
5884,“No. You’re wrong there. I read quite a bit. I read when I’m at home.”,70,13
5885,,0,13
5886,"“You’ll be writing next,” Brett said. “Come on, Michael. Do buck up.",68,13
5887,You’ve got to go through with this thing now. He’s here. Don’t spoil the,72,13
5888,fiesta.”,8,13
5889,,0,13
5890,"“Well, let him behave, then.”",29,13
5891,,0,13
5892,“He’ll behave. I’ll tell him.”,30,13
5893,,0,13
5894,"“You tell him, Jake. Tell him either he must behave or get out.”",64,13
5895,,0,13
5896,"“Yes,” I said, “it would be nice for me to tell him.”",53,13
5897,,0,13
5898,"“Look, Brett. Tell Jake what Robert calls you. That is perfect, you",67,13
5899,know.”,6,13
5900,,0,13
5901,"“Oh, no. I can’t.”",18,13
5902,,0,13
5903,"“Go on. We’re all friends. Aren’t we all friends, Jake?”",56,13
5904,,0,13
5905,“I can’t tell him. It’s too ridiculous.”,40,13
5906,,0,13
5907,“I’ll tell him.”,16,13
5908,,0,13
5909,"“You won’t, Michael. Don’t be an ass.”",38,13
5910,,0,13
5911,"“He calls her Circe,” Mike said. “He claims she turns men into swine.",69,13
5912,Damn good. I wish I were one of these literary chaps.”,54,13
5913,,0,13
5914,"“He’d be good, you know,” Brett said. “He writes a good letter.”",64,13
5915,,0,13
5916,"“I know,” I said. “He wrote me from San Sebastian.”",51,13
5917,,0,13
5918,"“That was nothing,” Brett said. “He can write a damned amusing letter.”",71,13
5919,,0,13
5920,“She made me write that. She was supposed to be ill.”,53,13
5921,,0,13
5922,"“I damned well was, too.”",25,13
5923,,0,13
5924,"“Come on,” I said, “we must go in and eat.”",43,13
5925,,0,13
5926,“How should I meet Cohn?” Mike said.,36,13
5927,,0,13
5928,“Just act as though nothing had happened.”,42,13
5929,,0,13
5930,"“It’s quite all right with me,” Mike said. “I’m not embarrassed.”",65,13
5931,,0,13
5932,"“If he says anything, just say you were tight.”",47,13
5933,,0,13
5934,“Quite. And the funny thing is I think I was tight.”,52,13
5935,,0,13
5936,"“Come on,” Brett said. “Are these poisonous things paid for? I must",67,13
5937,bathe before dinner.”,21,13
5938,,0,13
5939,We walked across the square. It was dark and all around the square were,71,13
5940,the lights from the cafés under the arcades. We walked across the gravel,72,13
5941,under the trees to the hotel.,29,13
5942,,0,13
5943,They went up-stairs and I stopped to speak with Montoya.,56,13
5944,,0,13
5945,"“Well, how did you like the bulls?” he asked.",45,13
5946,,0,13
5947,“Good. They were nice bulls.”,29,13
5948,,0,13
5949,“They’re all right”—Montoya shook his head—“but they’re not too good.”,70,13
5950,,0,13
5951,“What didn’t you like about them?”,34,13
5952,,0,13
5953,“I don’t know. They just didn’t give me the feeling that they were so,69,13
5954,good.”,6,13
5955,,0,13
5956,“I know what you mean.”,23,13
5957,,0,13
5958,“They’re all right.”,20,13
5959,,0,13
5960,“Yes. They’re all right.”,25,13
5961,,0,13
5962,“How did your friends like them?”,33,13
5963,,0,13
5964,“Fine.”,7,13
5965,,0,13
5966,"“Good,” Montoya said.",21,13
5967,,0,13
5968,I went up-stairs. Bill was in his room standing on the balcony looking,70,13
5969,out at the square. I stood beside him.,38,13
5970,,0,13
5971,“Where’s Cohn?”,15,13
5972,,0,13
5973,“Up-stairs in his room.”,24,13
5974,,0,13
5975,“How does he feel?”,19,13
5976,,0,13
5977,"“Like hell, naturally. Mike was awful. He’s terrible when he’s tight.”",70,13
5978,,0,13
5979,“He wasn’t so tight.”,21,13
5980,,0,13
5981,“The hell he wasn’t. I know what we had before we came to the café.”,68,13
5982,,0,13
5983,“He sobered up afterward.”,26,13
5984,,0,13
5985,"“Good. He was terrible. I don’t like Cohn, God knows, and I think it was",72,13
5986,"a silly trick for him to go down to San Sebastian, but nobody has any",69,13
5987,business to talk like Mike.”,28,13
5988,,0,13
5989,“How’d you like the bulls?”,27,13
5990,,0,13
5991,“Grand. It’s grand the way they bring them out.”,48,13
5992,,0,13
5993,“To-morrow come the Miuras.”,28,13
5994,,0,13
5995,“When does the fiesta start?”,29,13
5996,,0,13
5997,“Day after to-morrow.”,22,13
5998,,0,13
5999,“We’ve got to keep Mike from getting so tight. That kind of stuff is,68,13
6000,terrible.”,10,13
6001,,0,13
6002,“We’d better get cleaned up for supper.”,40,13
6003,,0,13
6004,“Yes. That will be a pleasant meal.”,36,13
6005,,0,13
6006,“Won’t it?”,11,13
6007,,0,13
6008,"As a matter of fact, supper was a pleasant meal. Brett wore a black,",68,13
6009,sleeveless evening dress. She looked quite beautiful. Mike acted as,67,13
6010,though nothing had happened. I had to go up and bring Robert Cohn down.,71,13
6011,"He was reserved and formal, and his face was still taut and sallow, but",71,13
6012,he cheered up finally. He could not stop looking at Brett. It seemed to,71,13
6013,make him happy. It must have been pleasant for him to see her looking so,72,13
6014,"lovely, and know he had been away with her and that every one knew it.",70,13
6015,They could not take that away from him. Bill was very funny. So was,67,13
6016,Michael. They were good together.,33,13
6017,,0,13
6018,It was like certain dinners I remember from the war. There was much,67,13
6019,"wine, an ignored tension, and a feeling of things coming that you could",71,13
6020,not prevent happening. Under the wine I lost the disgusted feeling and,70,13
6021,was happy. It seemed they were all such nice people.,52,13
6022,,0,13
6023,,0,13
6024,,0,13
6025,,0,13
6027,14,2,14
6028,,0,14
6029,,0,14
6030,"I do not know what time I got to bed. I remember undressing, putting on",71,14
6031,"a bathrobe, and standing out on the balcony. I knew I was quite drunk,",70,14
6032,and when I came in I put on the light over the head of the bed and,66,14
6033,started to read. I was reading a book by Turgenieff. Probably I read the,72,14
6034,same two pages over several times. It was one of the stories in “A,66,14
6035,"Sportsman’s Sketches.” I had read it before, but it seemed quite new.",69,14
6036,The country became very clear and the feeling of pressure in my head,68,14
6037,seemed to loosen. I was very drunk and I did not want to shut my eyes,69,14
6038,because the room would go round and round. If I kept on reading that,68,14
6039,feeling would pass.,19,14
6040,,0,14
6041,I heard Brett and Robert Cohn come up the stairs. Cohn said good night,70,14
6042,outside the door and went on up to his room. I heard Brett go into the,70,14
6043,room next door. Mike was already in bed. He had come in with me an hour,71,14
6044,"before. He woke as she came in, and they talked together. I heard them",70,14
6045,laugh. I turned off the light and tried to go to sleep. It was not,66,14
6046,necessary to read any more. I could shut my eyes without getting the,68,14
6047,wheeling sensation. But I could not sleep. There is no reason why,65,14
6048,because it is dark you should look at things differently from when it is,72,14
6049,light. The hell there isn’t!,28,14
6050,,0,14
6051,"I figured that all out once, and for six months I never slept with the",70,14
6052,"electric light off. That was another bright idea. To hell with women,",69,14
6053,"anyway. To hell with you, Brett Ashley.",39,14
6054,,0,14
6055,"Women made such swell friends. Awfully swell. In the first place, you",69,14
6056,had to be in love with a woman to have a basis of friendship. I had been,72,14
6057,having Brett for a friend. I had not been thinking about her side of it.,72,14
6058,I had been getting something for nothing. That only delayed the,63,14
6059,presentation of the bill. The bill always came. That was one of the,67,14
6060,swell things you could count on.,32,14
6061,,0,14
6062,I thought I had paid for everything. Not like the woman pays and pays,69,14
6063,and pays. No idea of retribution or punishment. Just exchange of values.,72,14
6064,You gave up something and got something else. Or you worked for,63,14
6065,something. You paid some way for everything that was any good. I paid my,72,14
6066,"way into enough things that I liked, so that I had a good time. Either",70,14
6067,"you paid by learning about them, or by experience, or by taking chances,",72,14
6068,or by money. Enjoying living was learning to get your money’s worth and,71,14
6069,knowing when you had it. You could get your money’s worth. The world was,72,14
6070,"a good place to buy in. It seemed like a fine philosophy. In five years,",72,14
6071,"I thought, it will seem just as silly as all the other fine philosophies",72,14
6072,I’ve had.,9,14
6073,,0,14
6074,"Perhaps that wasn’t true, though. Perhaps as you went along you did",67,14
6075,learn something. I did not care what it was all about. All I wanted to,70,14
6076,know was how to live in it. Maybe if you found out how to live in it you,72,14
6077,learned from that what it was all about.,40,14
6078,,0,14
6079,"I wished Mike would not behave so terribly to Cohn, though. Mike was a",70,14
6080,bad drunk. Brett was a good drunk. Bill was a good drunk. Cohn was never,72,14
6081,drunk. Mike was unpleasant after he passed a certain point. I liked to,70,14
6082,"see him hurt Cohn. I wished he would not do it, though, because",63,14
6083,afterward it made me disgusted at myself. That was morality; things that,72,14
6084,"made you disgusted afterward. No, that must be immorality. That was a",69,14
6085,large statement. What a lot of bilge I could think up at night. What,68,14
6086,"rot, I could hear Brett say it. What rot! When you were with English you",72,14
6087,got into the habit of using English expressions in your thinking. The,69,14
6088,"English spoken language—the upper classes, anyway—must have fewer",65,14
6089,words than the Eskimo. Of course I didn’t know anything about the,65,14
6090,Eskimo. Maybe the Eskimo was a fine language. Say the Cherokee. I didn’t,72,14
6091,"know anything about the Cherokee, either. The English talked with",65,14
6092,"inflected phrases. One phrase to mean everything. I liked them, though.",71,14
6093,I liked the way they talked. Take Harris. Still Harris was not the upper,72,14
6094,classes.,8,14
6095,,0,14
6096,I turned on the light again and read. I read the Turgenieff. I knew that,72,14
6097,"now, reading it in the oversensitized state of my mind after much too",69,14
6098,"much brandy, I would remember it somewhere, and afterward it would seem",71,14
6099,as though it had really happened to me. I would always have it. That was,72,14
6100,another good thing you paid for and then had. Some time along toward,68,14
6101,daylight I went to sleep.,25,14
6102,,0,14
6103,*        *        *        *        *,37,14
6104,,0,14
6105,"The next two days in Pamplona were quiet, and there were no more rows.",70,14
6106,The town was getting ready for the fiesta. Workmen put up the gate-posts,72,14
6107,that were to shut off the side streets when the bulls were released from,72,14
6108,the corrals and came running through the streets in the morning on their,72,14
6109,"way to the ring. The workmen dug holes and fitted in the timbers, each",70,14
6110,timber numbered for its regular place. Out on the plateau beyond the,68,14
6111,"town employees of the bull-ring exercised picador horses, galloping them",72,14
6112,"stiff-legged on the hard, sun-baked fields behind the bull-ring. The big",72,14
6113,"gate of the bull-ring was open, and inside the amphitheatre was being",69,14
6114,"swept. The ring was rolled and sprinkled, and carpenters replaced",65,14
6115,weakened or cracked planks in the barrera. Standing at the edge of the,70,14
6116,smooth rolled sand you could look up in the empty stands and see old,68,14
6117,women sweeping out the boxes.,29,14
6118,,0,14
6119,"Outside, the fence that led from the last street of the town to the",67,14
6120,entrance of the bull-ring was already in place and made a long pen; the,71,14
6121,crowd would come running down with the bulls behind them on the morning,71,14
6122,"of the day of the first bull-fight. Out across the plain, where the",67,14
6123,"horse and cattle fair would be, some gypsies had camped under the trees.",72,14
6124,The wine and aguardiente sellers were putting up their booths. One booth,72,14
6125,advertised =ANIS DEL TORO=. The cloth sign hung against the,59,14
6126,planks in the hot sun. In the big square that was the centre of the town,72,14
6127,there was no change yet. We sat in the white wicker chairs on the,65,14
6128,terrasse of the café and watched the motor-buses come in and unload,67,14
6129,"peasants from the country coming in to the market, and we watched the",69,14
6130,buses fill up and start out with peasants sitting with their saddle-bags,72,14
6131,full of the things they had bought in the town. The tall gray,61,14
6132,motor-buses were the only life of the square except for the pigeons and,71,14
6133,the man with a hose who sprinkled the gravelled square and watered the,70,14
6134,streets.,8,14
6135,,0,14
6136,"In the evening was the paseo. For an hour after dinner every one, all",69,14
6137,"the good-looking girls, the officers from the garrison, all the",63,14
6138,"fashionable people of the town, walked in the street on one side of the",71,14
6139,square while the café tables filled with the regular after-dinner crowd.,72,14
6140,,0,14
6141,During the morning I usually sat in the café and read the Madrid papers,71,14
6142,and then walked in the town or out into the country. Sometimes Bill went,72,14
6143,along. Sometimes he wrote in his room. Robert Cohn spent the mornings,69,14
6144,studying Spanish or trying to get a shave at the barber-shop. Brett and,71,14
6145,Mike never got up until noon. We all had a vermouth at the café. It was,71,14
6146,"a quiet life and no one was drunk. I went to church a couple of times,",70,14
6147,"once with Brett. She said she wanted to hear me go to confession, but I",71,14
6148,told her that not only was it impossible but it was not as interesting,70,14
6149,"as it sounded, and, besides, it would be in a language she did not know.",72,14
6150,"We met Cohn as we came out of church, and although it was obvious he had",72,14
6151,"followed us, yet he was very pleasant and nice, and we all three went",69,14
6152,"for a walk out to the gypsy camp, and Brett had her fortune told.",65,14
6153,,0,14
6154,"It was a good morning, there were high white clouds above the mountains.",72,14
6155,It had rained a little in the night and it was fresh and cool on the,68,14
6156,"plateau, and there was a wonderful view. We all felt good and we felt",69,14
6157,"healthy, and I felt quite friendly to Cohn. You could not be upset about",72,14
6158,anything on a day like that.,28,14
6159,,0,14
6160,That was the last day before the fiesta.,40,14
6161,,0,14
6162,,0,14
6163,,0,14
6164,,0,14
6166,15,2,15
6167,,0,15
6168,,0,15
6169,"At noon of Sunday, the 6th of July, the fiesta exploded. There is no",68,15
6170,other way to describe it. People had been coming in all day from the,68,15
6171,"country, but they were assimilated in the town and you did not notice",69,15
6172,them. The square was as quiet in the hot sun as on any other day. The,69,15
6173,"peasants were in the outlying wine-shops. There they were drinking,",67,15
6174,getting ready for the fiesta. They had come in so recently from the,67,15
6175,plains and the hills that it was necessary that they make their shifting,72,15
6176,in values gradually. They could not start in paying café prices. They,69,15
6177,got their money’s worth in the wine-shops. Money still had a definite,69,15
6178,value in hours worked and bushels of grain sold. Late in the fiesta it,70,15
6179,"would not matter what they paid, nor where they bought.",55,15
6180,,0,15
6181,Now on the day of the starting of the fiesta of San Fermin they had been,72,15
6182,in the wine-shops of the narrow streets of the town since early morning.,72,15
6183,Going down the streets in the morning on the way to mass in the,63,15
6184,"cathedral, I heard them singing through the open doors of the shops.",68,15
6185,They were warming up. There were many people at the eleven o’clock mass.,72,15
6186,San Fermin is also a religious festival.,40,15
6187,,0,15
6188,I walked down the hill from the cathedral and up the street to the café,71,15
6189,on the square. It was a little before noon. Robert Cohn and Bill were,69,15
6190,sitting at one of the tables. The marble-topped tables and the white,68,15
6191,wicker chairs were gone. They were replaced by cast-iron tables and,67,15
6192,severe folding chairs. The café was like a battleship stripped for,66,15
6193,action. To-day the waiters did not leave you alone all morning to read,70,15
6194,without asking if you wanted to order something. A waiter came up as,68,15
6195,soon as I sat down.,19,15
6196,,0,15
6197,“What are you drinking?” I asked Bill and Robert.,49,15
6198,,0,15
6199,"“Sherry,” Cohn said.",20,15
6200,,0,15
6201,"“Jerez,” I said to the waiter.",30,15
6202,,0,15
6203,Before the waiter brought the sherry the rocket that announced the,66,15
6204,fiesta went up in the square. It burst and there was a gray ball of,67,15
6205,"smoke high up above the Theatre Gayarre, across on the other side of the",72,15
6206,"plaza. The ball of smoke hung in the sky like a shrapnel burst, and as I",72,15
6207,"watched, another rocket came up to it, trickling smoke in the bright",68,15
6208,sunlight. I saw the bright flash as it burst and another little cloud of,72,15
6209,smoke appeared. By the time the second rocket had burst there were so,69,15
6210,"many people in the arcade, that had been empty a minute before, that the",72,15
6211,"waiter, holding the bottle high up over his head, could hardly get",66,15
6212,through the crowd to our table. People were coming into the square from,71,15
6213,"all sides, and down the street we heard the pipes and the fifes and the",71,15
6214,"drums coming. They were playing the _riau-riau_ music, the pipes shrill",71,15
6215,"and the drums pounding, and behind them came the men and boys dancing.",70,15
6216,"When the fifers stopped they all crouched down in the street, and when",70,15
6217,"the reed-pipes and the fifes shrilled, and the flat, dry, hollow drums",70,15
6218,"tapped it out again, they all went up in the air dancing. In the crowd",70,15
6219,you saw only the heads and shoulders of the dancers going up and down.,70,15
6220,,0,15
6221,"In the square a man, bent over, was playing on a reed-pipe, and a crowd",71,15
6222,"of children were following him shouting, and pulling at his clothes. He",71,15
6223,"came out of the square, the children following him, and piped them past",71,15
6224,the café and down a side street. We saw his blank pockmarked face as he,71,15
6225,"went by, piping, the children close behind him shouting and pulling at",70,15
6226,him.,4,15
6227,,0,15
6228,"“He must be the village idiot,” Bill said. “My God! look at that!”",66,15
6229,,0,15
6230,"Down the street came dancers. The street was solid with dancers, all",68,15
6231,men. They were all dancing in time behind their own fifers and drummers.,72,15
6232,"They were a club of some sort, and all wore workmen’s blue smocks, and",70,15
